001000001001010416001   5380     1    N                                                   5554455445554455455444233555                                                                                                                                                                            
001000002001010416001   5380     1    N                                                   4555554445555554453335455555                                                                                                                                                                            
001000003001010416001   5380     1    N                                                   4444455555554555554554355555                                                                                                                                                                            
001000004001010416001   5380     1    N                                                   4554355535555553354424455555                                                                                                                                                                            
001000005001010416001   5380     1    N                                                   5555555555555555555555555555                                                                                                                                                                            
001000006001010416001   5380     1    N                                                   5554454455555554454433445555                                                                                                                                                                            
001000007001010416001   5380     1    N                                                   4555455554444552453235545545                                                                                                                                                                            
001000008001010416001   5380     1    N                                                   344444443344444 234222123444                                                                                                                                                                            
001000009001010416001   5380     1    N                                                   5545455544455455553344344454                                                                                                                                                                            
001000010001010416001   5380     1    N  N L                                              4534453323333342241231344454                                                                                                                                                                            
001000011001010416001   5380     1    N                                                   4555545545555555353135134555                                                                                                                                                                            
001000012001010416001   5380     1    N                                                   5554455433453354545122344555                                                                                                                                                                            
001000013001010416001   5380     1    N HICKMANN           BE                             4555445555455555555344345444                                                                                                                                                                            
001000014001010416001   5380     1    N                                                   5555555555555555555555555555                                                                                                                                                                            
001000015001010416001   5380     1    N                                                   5455545443342354342234153454                                                                                                                                                                            
001000016001010416001   5380     1    N                                                   5554544455555554255345354555                                                                                                                                                                            
001000017001010416001   5380     1    N                                                   5555555455554555455545555555                                                                                                                                                                            
001000018001010416001   5380     1    N                                                   4555554554444453255344335555                                                                                                                                                                            
001000019001010416001   5380     1    N                                                   4555343455344454244444534535                                                                                                                                                                            
001000020001010416001   5380     1    N                                                   4445444454444453444434555334                                                                                                                                                                            
001000021001010416001   5380     1    N                                                   5554555444455554553345444445                                                                                                                                                                            
001000022001010416001   5380     1    N                                                   3555454555555554554545555555                                                                                                                                                                            
001000023001010416001   5380     1    N                                                   5555455545555554455 555545555                                                                                                                                                                           
001000024001010416001   5380     1    N                                                   4544444444444444442124444333                                                                                                                                                                            
001000025001010416001   5380     1    N                                                   4545455445445554455545224554                                                                                                                                                                            
001000026001010416001   5380     1    N                                                   5555455555555455555*45445454                                                                                                                                                                            
001000027001010416001   5380     1    N                                                   4544444444434452442143154444                                                                                                                                                                            
001000028001010416001   5380     1    N                                                   4544444554545554455544334344                                                                                                                                                                            
001000029001010416001   5380     1    N                                                   5555555555455454354544535545                                                                                                                                                                            
001000030001010416001   5380     1    N                                                   4444454444555453344334534555                                                                                                                                                                            
001000031001010416001   5380     1    N                                                   3423344323444453332334233455                                                                                                                                                                            
001000032001010416001   5380     1    N                                                   5555555455555455555545555555                                                                                                                                                                            
001000033001010416001   5380     1    N                                                   4455455544545552454435124555                                                                                                                                                                            
001000034001010416001   5380     1    N                                                   5555455555555452555424455555                                                                                                                                                                            

