001000001001010416001   5380     1    N                                             9861  4554454455353435                                                                                                                                                                                        
001000002001010416001   5380     1    N                                             9861  4443543444243533                                                                                                                                                                                        
001000003001010416001   5380     1    N                                                   5555454455354444                                                                                                                                                                                        
001000004001010416001   5380     1    N                                                   4444444345342444                                                                                                                                                                                        
001000005001010416001   5380     1    N                                                   4555455455242455                                                                                                                                                                                        
001000006001010416001   5380     1    N EICK               TARA                           5555555555332443                                                                                                                                                                                        
001000007001010416001   5380     1    N                                                   5555444345323344                                                                                                                                                                                        
001000008001010416001   5380     1    N                                             9861  5555555555444554                                                                                                                                                                                        
001000009001010416001   5380     1    N                                             9861  5555455555355545                                                                                                                                                                                        
001000010001010416001   5380     1    N                                             9861  444444344334                                                                                                                                                                                            
001000011001010416001   5380     1    N                                                   5555555555555555                                                                                                                                                                                        
001000012001010416001   5380     1    N                                                   5555555555555555                                                                                                                                                                                        
001000013001010416001   5380     1    N                                             9861  5555555555455555                                                                                                                                                                                        
001000014001010416001   5380     1    N                                                   5555555555433444                                                                                                                                                                                        
001000015001010416001   5380     1    N                                   9861            5554555555455554                                                                                                                                                                                        
001000016001010416001   5380     1    N                                             9861  4443333344333434                                                                                                                                                                                        
001000017001010416001   5380     1    N                                             9861  4444444444133333                                                                                                                                                                                        
001000018001010416001   5380     1    N                                                   4454555555444555                                                                                                                                                                                        
001000019001010416001   5380     1    N                                                   5555555555555455                                                                                                                                                                                        
001000020001010416001   5380     1    N                                                   5555445455454455                                                                                                                                                                                        
001000021001010416001   5380     1    N                                                   5555555555254545                                                                                                                                                                                        
001000022001010416001   5380     1    N                                                   4444444444344444                                                                                                                                                                                        
001000023001010416001   5380     1    N                                                   5454555455252555                                                                                                                                                                                        
001000024001010416001   5380     1    N                                                   5555555555354455                                                                                                                                                                                        
001000025001010416001   5380     1    N                                                   4544455445433343                                                                                                                                                                                        
001000026001010416001   5380     1    N                                             9861  5555455555345455                                                                                                                                                                                        
001000027001010416001   5380     1    N                                                   5555555555345245                                                                                                                                                                                        
001000028001010416001   5380     1    N                                                   4443455555433332                                                                                                                                                                                        
001000029001010416001   5380     1    N                                             9861  5544555555454545                                                                                                                                                                                        
001000030001010416001   5380     1    N                                                   5554555555444445                                                                                                                                                                                        
001000031001010416001   5380     1    N                                                   5555555555444554                                                                                                                                                                                        

