001000001001010416001   5380     1    N                                                   443344444344443344343443331                                                                                                                                                                             
001000002001010416001   5380     1    N                                                                                                                                                                                                                                                           
001000003001010416001   5380     1    N                                                   455445555543444333455554553                                                                                                                                                                             
001000004001010416001   5380     1    N                                                   434343445544243343544454343                                                                                                                                                                             
001000005001010416001   5380     1    N                                                   544444444434455334443334454                                                                                                                                                                             
001000006001010416001   5380     1    N                                                   545555555555445554354533544                                                                                                                                                                             
001000007001010416001   5380     1    N                                                   433443344433334444255531341                                                                                                                                                                             
001000008001010416001   5380     1    N                                                   555555555554454445545555453                                                                                                                                                                             
001000009001010416001   5380     1    N                                                   554555555555555555455555555                                                                                                                                                                             
001000010001010416001   5380     1    N                                                   343453435444433343433332342                                                                                                                                                                             
001000011001010416001   5380     1    N                                                   555555555555555555555555555                                                                                                                                                                             
001000012001010416001   5380     1    N                                                   434344554454344444444445454                                                                                                                                                                             
001000013001010416001   5380     1    N                                                   444543333344533343343444344                                                                                                                                                                             
001000014001010416001   5380     1    N                                                   444444445454344444552345551                                                                                                                                                                             
001000015001010416001   5380     1    N                                                   555555555555555555354534451                                                                                                                                                                             
001000016001010416001   5380     1    N                                                   545545445554445454554553553                                                                                                                                                                             
001000017001010416001   5380     1    N                                                   444445555553454554454554552                                                                                                                                                                             

