001000001001010416001   5380     1    N                                             9804  333433333432322341431155                                                                                                                                                                                
001000002001010416001   5380     1    N                                                   441444543443414431543343                                                                                                                                                                                
001000003001010416001   5380     1    N                                             9804  555555555555544441443344                                                                                                                                                                                
001000004001010416001   5380     1    N                                                   552555555555555551444555                                                                                                                                                                                
001000005001010416001   5380     1    N                                                   552544434434522341453133                                                                                                                                                                                
001000006001010416001   5380     1    N                                             9804  442444345434544541343345                                                                                                                                                                                
001000007001010416001   5380     1    N                                             9804  443545355555444444343344                                                                                                                                                                                
001000008001010416001   5380     1    N                                             9804  555555555555523531543454                                                                                                                                                                                
001000009001010416001   5380     1    N                                                   444544444344444551254255                                                                                                                                                                                
001000010001010416001   5380     1    N                                                   543555555555544551553244                                                                                                                                                                                
001000011001010416001   5380     1    N                                                   444544455545435541553355                                                                                                                                                                                
001000012001010416001   5380     1    N                                                   543444344455512341343234                                                                                                                                                                                
001000013001010416001   5380     1    N                                                   55445555555555455 543444                                                                                                                                                                                
001000014001010416001   5380     1    N                                                   433444444444333451433545                                                                                                                                                                                
001000015001010416001   5380     1    N                                             9804  44444444433553122 253124                                                                                                                                                                                
001000016001010416001   5380     1    N                                             9804  443544345343333341433344                                                                                                                                                                                
001000017001010416001   5380     1    N                                                   543545555555544441243344                                                                                                                                                                                
001000018001010416001   5380     1    N                                                   444455555555523441342454                                                                                                                                                                                
001000019001010416001   5380     1    N                                             9804  555555555555545441555                                                                                                                                                             4                     
001000020001010416001   5380     1    N                                                   445544444444534551233223                                                                                                                                                                                

