001000001001010416001   5380     1    N                                                   5555555555555555555555555                                                                                                                                                                               
001000002001010416001   5380     1    N                                                   5555555555553355555555334                                                                                                                                                                               
001000003001010416001   5380     1    N                                                   4444445555554444455555545                                                                                                                                                                               
001000004001010416001   5380     1    N                                                   4444445555544344434554444                                                                                                                                                                               
001000005001010416001   5380     1    N                                                   5555555555555555555555555                                                                                                                                                                               
001000006001010416001   5380     1    N                                                   4433434434343344433333344                                                                                                                                                                               
001000007001010416001   5380     1    N                                                   4555545555554355525553535                                                                                                                                                                               
001000008001010416001   5380     1    N                                                   4454554455455544445545534                                                                                                                                                                               
001000009001010416001   5380     1    N                                                   4444445555554444433333334                                                                                                                                                                               
001000010001010416001   5380     1    N                                                   5555555555554555545545455                                                                                                                                                                               
001000011001010416001   5380     1    N                                                   5555554455454344425435444                                                                                                                                                                               
001000012001010416001   5380     1    N                                                   4455544555554345534554334                                                                                                                                                                               
001000013001010416001   5380     1    N                                                   5555555555554355555555455                                                                                                                                                                               
001000014001010416001   5380     1    N                                                   5444555555554555545555354                                                                                                                                                                               
001000015001010416001   5380     1    N                                                   3444424444345433344343434                                                                                                                                                                               
001000016001010416001   5380     1    N                                                   5553455555455323415345555                                                                                                                                                                               
001000017001010416001   5380     1    N                                                   554444555555554445554535                                                                                                                                                                                
001000018001010416001   5380     1    N                                                   4544555555554445444344534                                                                                                                                                                               
001000019001010416001   5380     1    N                                                   5443434555455555535554335                                                                                                                                                                               
001000020001010416001   5380     1    N                                                   555554545555544444444344                                                                                                                                                                                
001000021001010416001   5380     1    N                                                   5555555555544545554454544                                                                                                                                                                               
001000022001010416001   5380     1    N                                                   4544555555544545545445355                                                                                                                                                                               
001000023001010416001   5380     1    N                                                   4534445555554344534545445                                                                                                                                                                               
001000024001010416001   5380     1    N                                                   4555455555554454534554445                                                                                                                                                                               

