001000001001010416001   5380     1    N                                                   445544555555444334444355455                                                                                                                                                                             
001000002001010416001   5380     1    N                                             11393 434545555455454544445553444                                                                                                                                                                             
001000003001010416001   5380     1    N B                                           11393 555555555555535555555555445                                                                                                                                                                             
001000004001010416001   5380     1    N                                             11393 444433445454535433444343344                                                                                                                                                                             
001000005001010416001   5380     1    N                                   11393           555555444444555555555553444                                                                                                                                                                             
001000006001010416001   5380     1    N                                        11393      444444333354444411112231444                                                                                                                                                                             
001000007001010416001   5380     1    N                                             11393 555555555555433344223233545                                                                                                                                                                             
001000008001010416001   5380     1    N                                             11393 454444444443522434423333334                                                                                                                                                                             
001000009001010416001   5380     1    N                                             11393 555544454545554444444433444                                                                                                                                                                             
001000010001010416001   5380     1    N                                             11393 555544324322333234223342444                                                                                                                                                                             
001000011001010416001   5380     1    N                                             11393 444445554444455334344444555                                                                                                                                                                             
001000012001010416001   5380     1    N                                                   555545555455444454444555354                                                                                                                                                                             
001000013001010416001   5380     1    N                                             11391 444444445444544355435554435                                                                                                                                                                             
001000014001010416001   5380     1    N                                   11393           454545435445444424345542334                                                                                                                                                                             
001000015001010416001   5380     1    N                                             11393 445544555555455445555555354                                                                                                                                                                             
001000016001010416001   5380     1    N                                             11393 43433534433545*335434545434                                                                                                                                                                             
001000017001010416001   5380     1    N                                             11393 445523443445223444434554233                                                                                                                                                                             
001000018001010416001   5380     1    N                                             11393 434454444344544444444445555                                                                                                                                                                             

