001000001001010416001   5380     1    N                                                   5545553555445555                                                                                                                                                                                        
001000002001010416001   5380     1    N                                        11547      5555555555555555                                                                                                                                                                                        
001000003001010416001   5380     1    N                                                   5555555555555555                                                                                                                                                                                        
001000004001010416001   5380     1    N                                             11547 5555555555555555                                                                                                                                                                                        
001000005001010416001   5380     1    N                                             11547 5555554555555555                                                                                                                                                                                        
001000006001010416001   5380     1    N                                             11547 5555555555545555                                                                                                                                                                                        
001000007001010416001   5380     1    N                                                   5545444544454523                                                                                                                                                                                        
001000008001010416001   5380     1    N                                             11547 5455543555455535                                                                                                                                                                                        
001000009001010416001   5380     1    N                                             11547 4545544455455544                                                                                                                                                                                        
001000010001010416001   5380     1    N                                             11547 4433445555345555                                                                                                                                                                                        
001000011001010416001   5380     1    N                                             11547 5344444455555545                                                                                                                                                                                        
001000012001010416001   5380     1    N                                                   5555555555555555                                                                                                                                                                                        
001000013001010416001   5380     1    N                                                   5555555555555555                                                                                                                                                                                        
001000014001010416001   5380     1    N                                              115474444444555555535                                                                                                                                                                                        
001000015001010416001   5380     1    N                                                   5555455555555454                                                                                                                                                                                        
001000016001010416001   5380     1    N                                                   5555443555455555                                                                                                                                                                                        
001000017001010416001   5380     1    N                                              115475545555455455444                                                                                                                                                                                        

