001000001001010416001   5380     1    N                                             10214 5555555555555544543545455                                                                                                                                                                               
001000002001010416001   5380     1    N                                             10214 5555554555555355555545455                                                                                                                                                                               
001000003001010416001   5380     1    N                                             10214 5555555555555443444445554                                                                                                                                                                               
001000004001010416001   5380     1    N                                             10214 5555555555555555555545455                                                                                                                                                                               
001000005001010416001   5380     1    N                                             10214 5555555555555343444345555                                                                                                                                                                               
001000006001010416001   5380     1    N                                             10214 5544443455545234444444555                                                                                                                                                                               
001000007001010416001   5380     1    N                                             10214 5555555555545243333355454                                                                                                                                                                               
001000008001010416001   5380     1    N                                             10214 5545555555555342544434444                                                                                                                                                                               

