001000001001010416001   5380     1    N                                                   4555555555555555555                                                                                                                                                                                     
001000002001010416001   5380     1    N                                                   4444443333343422443                                                                                                                                                                                     
001000003001010416001   5380     1    N                                                                                                                                                                                                                                                           
001000004001010416001   5380     1    N                                                   4444443443433244334                                                                                                                                                                                     
001000005001010416001   5380     1    N                                                   5555555555555111554                                                                                                                                                                                     
001000006001010416001   5380     1    N                                                   4543423232344422543                                                                                                                                                                                     
001000007001010416001   5380     1    N                                                   4444443444345434433                                                                                                                                                                                     
001000008001010416001   5380     1    N                                                   5554432452554353544                                                                                                                                                                                     
001000009001010416001   5380     1    N                                                   5554454434455444554                                                                                                                                                                                     
001000010001010416001   5380     1    N                                                   5555555555554354455                                                                                                                                                                                     
001000011001010416001   5380     1    N                                                   5555543544354244354                                                                                                                                                                                     
001000012001010416001   5380     1    N                                                   5554444444454455334                                                                                                                                                                                     
001000013001010416001   5380     1    N                                                   4544455555554345545                                                                                                                                                                                     
001000014001010416001   5380     1    N                                                   4443443444443355233                                                                                                                                                                                     
001000015001010416001   5380     1    N                                                   4544544354554555434                                                                                                                                                                                     
001000016001010416001   5380     1    N                                                   5555555554554254554                                                                                                                                                                                     
001000017001010416001   5380     1    N                                                   4433343544355344323                                                                                                                                                                                     
001000018001010416001   5380     1    N                                                   4554445554445445334                                                                                                                                                                                     
001000019001010416001   5380     1    N                                                   5555545555455554454                                                                                                                                                                                     
001000020001010416001   5380     1    N                                                   4443433333334322113                                                                                                                                                                                     
001000021001010416001   5380     1    N                                                   4444432332234233423                                                                                                                                                                                     
001000022001010416001   5380     1    N                                                   5555555555555555555                                                                                                                                                                                     
001000023001010416001   5380     1    N                                                   555555555555525555555                                                                                                                                                                                   
001000024001010416001   5380     1    N                                                   5555555555555535555                                                                                                                                                                                     

