001000001001010416001   5380     1    N                                                   5555555555554555                                                                                                                                                                                        
001000002001010416001   5380     1    N                                                   5555555455453545                                                                                                                                                                                        
001000003001010416001   5380     1    N                                                   5555555555555545                                                                                                                                                                                        
001000004001010416001   5380     1    N                                                   5545555555155555                                                                                                                                                                                        
001000005001010416001   5380     1    N                                                   5555555555555555                                                                                                                                                                                        
001000006001010416001   5380     1    N                                                   5555555555555554                                                                                                                                                                                        
001000007001010416001   5380     1    N                                                   5535555355345535                                                                                                                                                                                        
001000008001010416001   5380     1    N                                                   5555555555555545                                                                                                                                                                                        
001000009001010416001   5380     1    N                                             9803  5555555555455555                                                                                                                                                                                        
001000010001010416001   5380     1    N                                                   5555555555444554                                                                                                                                                                                        
001000011001010416001   5380     1    N                                                   5555555555445444                                                                                                                                                                                        
001000012001010416001   5380     1    N                                                   5555555555455555                                                                                                                                                                                        
001000013001010416001   5380     1    N                                                   5455555545344434                                                                                                                                                                                        
001000014001010416001   5380     1    N                                                   5555555555555555                                                                                                                                                                                        
001000015001010416001   5380     1    N                                                   5545555555254434                                                                                                                                                                                        
001000016001010416001   5380     1    N                                                   5555545545344545                                                                                                                                                                                        
001000017001010416001   5380     1    N                                                   5555555555455553                                                                                                                                                                                        

