001000001001010416001   5380     1    N                                   11394           544545354455433355334354455                                                                                                                                                                             
001000002001010416001   5380     1    N                                              11394444444444444443443444444434                                                                                                                                                                             
001000003001010416001   5380     1    N                                              11394555555555555555555555555444                                                                                                                                                                             
001000004001010416001   5380     1    N                                              11394555555555555555555555555555                                                                                                                                                                             
001000005001010416001   5380     1    N                                             11394 444554444354435444444455444                                                                                                                                                                             
001000006001010416001   5380     1    N                                             11394 444444444453344355443355444                                                                                                                                                                             
001000007001010416001   5380     1    N                                             11394 444554434435444455444445243                                                                                                                                                                             
001000008001010416001   5380     1    N                                             11394 444443435454333332443323232                                                                                                                                                                             
001000009001010416001   5380     1    N                                             11934 444433443344433444343453444                                                                                                                                                                             
001000010001010416001   5380     1    N                                             11394 555344414444444422223255153                                                                                                                                                                             
001000011001010416001   5380     1    N                                                   555545455545535455453353545                                                                                                                                                                             
001000012001010416001   5380     1    N                                             11394 345344333245233333433353154                                                                                                                                                                             
001000013001010416001   5380     1    N                                                   554455555555555555554455555                                                                                                                                                                             
001000014001010416001   5380     1    N                                             1139 4555545555455444455552552355                                                                                                                                                                             
001000015001010416001   5380     1    N                          M                  11394 444434345545344343334455344                                                                                                                                                                             
001000016001010416001   5380     1    N                                                   554445555454443555443543545                                                                                                                                                                             
001000017001010416001   5380     1    N                                             11394 544555334442455455543332555                                                                                                                                                                             
001000018001010416001   5380     1    N                                             11394 444444444444444444444444444                                                                                                                                                                             

