001000001001010416001   5380     1    N                                                   555555555554555555555555555                                                                                                                                                                             
001000002001010416001   5380     1    N                                                   444555544554355454553444542                                                                                                                                                                             
001000003001010416001   5380     1    N                                                   545455555555455454455554545                                                                                                                                                                             
001000004001010416001   5380     1    N                                                   555555555553555455535545553                                                                                                                                                                             
001000005001010416001   5380     1    N                                                   555555555553455555555555551                                                                                                                                                                             
001000006001010416001   5380     1    N                                                   555555555555555555555555555                                                                                                                                                                             
001000007001010416001   5380     1    N                                                   444444444453444244344435541                                                                                                                                                                             
001000008001010416001   5380     1    N                                                   555555555555555555555555555                                                                                                                                                                             
001000009001010416001   5380     1    N                                                   444544545552454344542442542                                                                                                                                                                             
001000010001010416001   5380     1    N                                                   554454455544554555454443333                                                                                                                                                                             
001000011001010416001   5380     1    N                                                   545555455445355544454444342                                                                                                                                                                             
001000012001010416001   5380     1    N                                                   453545554455555244555455555                                                                                                                                                                             
001000013001010416001   5380     1    N                                                   534454443554344554554442333                                                                                                                                                                             
001000014001010416001   5380     1    N                                                   555555555555555555455455452                                                                                                                                                                             
001000015001010416001   5380     1    N                                                   555555555555555545554444555                                                                                                                                                                             
001000016001010416001   5380     1    N                                                   443454444553345544*52324541                                                                                                                                                                             
001000017001010416001   5380     1    N                                                   444554444453455134344443441                                                                                                                                                                             
001000018001010416001   5380     1    N                                                   555555555555455555555555543                                                                                                                                                                             
001000019001010416001   5380     1    N                                                   555555554555555552454554343                                                                                                                                                                             

