001000001001010416001   5380     1    N                                                   55455555445545                                                                                                                                                                                          
001000002001010416001   5380     1    N                                                   55555555555555                                                                                                                                                                                          
001000003001010416001   5380     1    N                                                   55555555555555                                                                                                                                                                                          
001000004001010416001   5380     1    N                                                   43343344343434                                                                                                                                                                                          
001000005001010416001   5380     1    N                                                   55555555555544                                                                                                                                                                                          
001000006001010416001   5380     1    N                                                   45454444445444                                                                                                                                                                                          
001000007001010416001   5380     1    N                                                   54555555445454                                                                                                                                                                                          
001000008001010416001   5380     1    N                                                   44544555545445                                                                                                                                                                                          

