001000001001010416001   5380     1    N                                                   4445555555344444444244                                                                                                                                                                                  
001000002001010416001   5380     1    N                                                   4445455445334443443143                                                                                                                                                                                  
001000003001010416001   5380     1    N                                                   5455455345224443553243                                                                                                                                                                                  
001000004001010416001   5380     1    N                                                   5555555555435554534344                                                                                                                                                                                  
001000005001010416001   5380     1    N                                                   4554544544134543544244                                                                                                                                                                                  
001000006001010416001   5380     1    N                                                   4555555555344444555254                                                                                                                                                                                  
001000007001010416001   5380     1    N                                                   5555555455445554445443                                                                                                                                                                                  
001000008001010416001   5380     1    N                                                   4444445553344443333544                                                                                                                                                                                  
001000009001010416001   5380     1    N                                                   4334444545124533443224                                                                                                                                                                                  
001000010001010416001   5380     1    N                                                   5555555555355555555555                                                                                                                                                                                  
001000011001010416001   5380     1    N                                                   3444433334222442434223                                                                                                                                                                                  
001000012001010416001   5380     1    N                                                   3443444445322534524254                                                                                                                                                                                  
001000013001010416001   5380     1    N                                                   5555555555445555533354                                                                                                                                                                                  
001000014001010416001   5380     1    N                                                   4555554445115555524144                                                                                                                                                                                  
001000015001010416001   5380     1    N                                                   5555555555555555555555                                                                                                                                                                                  
001000016001010416001   5380     1    N                                                   5555545545435545554144                                                                                                                                                                                  
001000017001010416001   5380     1    N                                                   4554443422223333443154                                                                                                                                                                                  

